text,label
Saya ingin memperbarui kriteria pencarian kursus berdasarkan durasi belajar.,CONSTRAINT_UPDATE
Gw ingin memperbarui preferensi belajarku menjadi secara offline.,CONSTRAINT_UPDATE
Aku ingin memperbarui ketersediaan waktu belajarku menjadi 15 jam per minggu.,CONSTRAINT_UPDATE
Saya ingin mencari kursus dengan biaya yang lebih terjangkau.,CONSTRAINT_UPDATE
Aku ingin memperbarui budget belajarku menjadi 15 juta rupiah.,CONSTRAINT_UPDATE
Gw ingin memperbarui kriteria pencarian kursus berdasarkan waktu belajar dan biaya.,CONSTRAINT_UPDATE
Saya ingin memperbarui jadwal belajarku menjadi pagi hari saja.,CONSTRAINT_UPDATE
Aku ingin mencari kursus yang bisa diselesaikan dalam waktu 6 bulan.,CONSTRAINT_UPDATE
Gw ingin memperbarui preferensi belajarku menjadi secara online dengan biaya rendah.,CONSTRAINT_UPDATE
Saya ingin memperbarui kriteria pencarian kursus berdasarkan biaya dan durasi belajar.,CONSTRAINT_UPDATE
Aku ingin memperbarui ketersediaan waktu belajarku menjadi 20 jam per minggu.,CONSTRAINT_UPDATE
Saya ingin mencari kursus dengan biaya yang lebih murah dan waktu belajar yang fleksibel.,CONSTRAINT_UPDATE
Gw ingin memperbarui budget belajarku menjadi 25 juta rupiah.,CONSTRAINT_UPDATE
Aku ingin memperbarui kriteria pencarian kursus berdasarkan waktu belajar dan biaya.,CONSTRAINT_UPDATE
Saya ingin memperbarui preferensi belajarku menjadi secara offline dengan biaya rendah.,CONSTRAINT_UPDATE
Aku ingin memperbarui ketersediaan waktu belajarku menjadi 25 jam per minggu.,CONSTRAINT_UPDATE
"Gw ingin memperbarui kriteria pencarian kursus berdasarkan biaya, waktu belajar, dan durasi belajar.",CONSTRAINT_UPDATE
"Aku mau ubah jadwal belajar aku nih, sekarang aku bisa belajar 10 jam per minggu.",CONSTRAINT_UPDATE
"Saya ingin memperbarui ketersediaan waktu belajar saya, sekarang saya hanya punya 5 jam per minggu.",CONSTRAINT_UPDATE
"Gw baru aja nemu kerjaan baru, jadi gw harus ubah jadwal belajar gw jadi 15 jam per minggu.",CONSTRAINT_UPDATE
"Saya ingin mengubah anggaran saya untuk kursus, sekarang saya hanya punya budget 500 ribu per bulan.",CONSTRAINT_UPDATE
"Aku ingin memperbarui preferensi waktu belajar aku, sekarang aku lebih suka belajar di pagi hari.",CONSTRAINT_UPDATE
"Saya ingin mengupdate ketersediaan waktu belajar saya, sekarang saya hanya punya waktu di akhir pekan.",CONSTRAINT_UPDATE
"Gw mau ubah tujuan karir gw, sekarang gw ingin fokus di bidang IT.",CONSTRAINT_UPDATE
"Saya ingin memperbarui informasi tentang ketersediaan waktu belajar saya, sekarang saya memiliki waktu lebih banyak di malam hari.",CONSTRAINT_UPDATE
"Aku ingin mengubah prioritas belajar aku, sekarang aku ingin fokus di bidang desain grafis.",CONSTRAINT_UPDATE
"Saya ingin mengupdate anggaran saya untuk kursus, sekarang saya memiliki budget 1 juta per bulan.",CONSTRAINT_UPDATE
"Gw mau ubah jadwal belajar gw jadi lebih fleksibel, sehingga gw bisa menyesuaikan dengan jadwal kerja gw.",CONSTRAINT_UPDATE
"Saya ingin memperbarui preferensi waktu belajar saya, sekarang saya lebih suka belajar di sore hari.",CONSTRAINT_UPDATE
"Aku ingin memperbarui informasi tentang ketersediaan waktu belajar aku, sekarang aku memiliki waktu lebih sedikit di pagi hari.",CONSTRAINT_UPDATE
"Saya ingin mengupdate ketersediaan waktu belajar saya, sekarang saya hanya punya waktu di hari Jumat.",CONSTRAINT_UPDATE
"Gw mau ubah tujuan karir gw, sekarang gw ingin fokus di bidang marketing.",CONSTRAINT_UPDATE
"Saya ingin memperbarui anggaran saya untuk kursus, sekarang saya memiliki budget 2 juta per bulan.",CONSTRAINT_UPDATE
"Aku ingin memperbarui prioritas belajar aku, sekarang aku ingin fokus di bidang programming.",CONSTRAINT_UPDATE
"Saya ingin mengupdate ketersediaan waktu belajar saya, sekarang saya memiliki waktu lebih banyak di siang hari.",CONSTRAINT_UPDATE
"Gw mau ubah jadwal belajar gw jadi lebih singkat, sehingga gw bisa menyelesaikan kursus lebih cepat.",CONSTRAINT_UPDATE
"Saya ingin memperbarui preferensi waktu belajar saya, sekarang saya lebih suka belajar di malam hari.",CONSTRAINT_UPDATE
"Aku ingin memperbarui informasi tentang ketersediaan waktu belajar aku, sekarang aku memiliki waktu lebih sedikit di sore hari.",CONSTRAINT_UPDATE
"Saya ingin mengupdate anggaran saya untuk kursus, sekarang saya memiliki budget 3 juta per bulan.",CONSTRAINT_UPDATE
"Gw mau ubah tujuan karir gw, sekarang gw ingin fokus di bidang keuangan.",CONSTRAINT_UPDATE
"Saya ingin memperbarui ketersediaan waktu belajar saya, sekarang saya hanya punya waktu di hari Sabtu.",CONSTRAINT_UPDATE
"Aku ingin memperbarui prioritas belajar aku, sekarang aku ingin fokus di bidang bisnis.",CONSTRAINT_UPDATE
"Saya ingin mengupdate ketersediaan waktu belajar saya, sekarang saya memiliki waktu lebih banyak di pagi hari.",CONSTRAINT_UPDATE
"Gw mau ubah jadwal belajar gw jadi lebih panjang, sehingga gw bisa menyelesaikan kursus lebih teliti.",CONSTRAINT_UPDATE
"Saya ingin memperbarui preferensi waktu belajar saya, sekarang saya lebih suka belajar di siang hari.",CONSTRAINT_UPDATE
"Aku ingin memperbarui informasi tentang ketersediaan waktu belajar aku, sekarang aku memiliki waktu lebih sedikit di malam hari.",CONSTRAINT_UPDATE
"Saya ingin mengupdate anggaran saya untuk kursus, sekarang saya memiliki budget 4 juta per bulan.",CONSTRAINT_UPDATE
"Gw mau ubah tujuan karir gw, sekarang gw ingin fokus di bidang pendidikan.",CONSTRAINT_UPDATE
"Saya ingin memperbarui ketersediaan waktu belajar saya, sekarang saya hanya punya waktu di hari Minggu.",CONSTRAINT_UPDATE
"Aku ingin memperbarui prioritas belajar aku, sekarang aku ingin fokus di bidang kesehatan.",CONSTRAINT_UPDATE
"Saya ingin mengupdate ketersediaan waktu belajar saya, sekarang saya memiliki waktu lebih banyak di sore hari.",CONSTRAINT_UPDATE
"Gw mau ubah jadwal belajar gw jadi lebih fleksibel, sehingga gw bisa menyesuaikan dengan jadwal kerja gw.",CONSTRAINT_UPDATE
Aku ingin ubah jadwal belajar jadi 2 kali seminggu aja nih.,CONSTRAINT_UPDATE
Gimana caranya update anggaran kursus gw?,CONSTRAINT_UPDATE
"Aku butuh ubah ketersediaan waktu belajar, sekarang cuma 1 jam sehari.",CONSTRAINT_UPDATE
Lu bisa bantu aku update batasan waktu belajar per minggu?,CONSTRAINT_UPDATE
"Mau tanya, bisa nggak aku ganti anggaran kursus jadi 500 ribu per bulan?",CONSTRAINT_UPDATE
"Ubah jadwal belajar aku jadi pagi hari aja, makasih.",CONSTRAINT_UPDATE
"Aku pengen ubah batasan umur untuk mencari lowongan kerja, bisa bantu?",CONSTRAINT_UPDATE
Gimana caranya aku update preferensi lokasi kerja?,CONSTRAINT_UPDATE
"Aku ingin mengubah kriteria pencarian kerja, sekarang aku lebih suka kerja remote.",CONSTRAINT_UPDATE
"Mau tanya, bisa nggak aku ubah level pengalaman kerja yang aku cari?",CONSTRAINT_UPDATE
"Ubah anggaran kursus aku jadi 1 juta per bulan, dong.",CONSTRAINT_UPDATE
"Aku butuh update ketersediaan waktu untuk wawancara, sekarang cuma sore hari.",CONSTRAINT_UPDATE
"Aku ingin mengganti kategori pekerjaan yang aku cari, sekarang aku lebih suka kerja di bidang IT.",CONSTRAINT_UPDATE
Gimana caranya aku ubah preferensi gaji yang aku harapkan?,CONSTRAINT_UPDATE
Aku mau ubah batasan waktu pengalaman kerja untuk lowongan yang aku cari.,CONSTRAINT_UPDATE
"Mau tanya, bisa nggak aku update kriteria pendidikan untuk mencari lowongan kerja?",CONSTRAINT_UPDATE
"Aku ingin mengubah ketersediaan waktu belajar, sekarang aku lebih suka belajar malam hari.",CONSTRAINT_UPDATE
"Ubah jadwal belajar aku jadi 3 kali seminggu, makasih.",CONSTRAINT_UPDATE
"Aku pengen ubah batasan usia untuk mencari lowongan magang, bisa bantu?",CONSTRAINT_UPDATE
Gimana caranya aku update preferensi jenis pekerjaan yang aku cari?,CONSTRAINT_UPDATE
"Aku ingin mengganti level ketersediaan waktu untuk belajar, sekarang aku lebih suka belajar pagi hari.",CONSTRAINT_UPDATE
"Aku butuh update kriteria kemampuan bahasa untuk mencari lowongan kerja, sekarang aku lebih suka kerja yang menggunakan bahasa Inggris.",CONSTRAINT_UPDATE
"Mau tanya, bisa nggak aku ubah anggaran untuk kursus online?",CONSTRAINT_UPDATE
"Ubah preferensi lokasi kerja aku jadi di luar kota, dong.",CONSTRAINT_UPDATE
"Aku ingin mengubah kriteria pengalaman kerja yang aku cari, sekarang aku lebih suka kerja yang memiliki pengalaman minimal 2 tahun.",CONSTRAINT_UPDATE
"Aku pengen ubah batasan waktu untuk mencari lowongan kerja, sekarang aku lebih suka kerja yang memiliki jam kerja fleksibel.",CONSTRAINT_UPDATE
"Gimana caranya aku update kriteria pendidikan untuk mencari lowongan kerja, sekarang aku lebih suka kerja yang memiliki gelar S1?",CONSTRAINT_UPDATE
"Aku ingin mengganti ketersediaan waktu untuk wawancara, sekarang aku lebih suka wawancara yang dilakukan secara online.",CONSTRAINT_UPDATE
"Aku butuh update kriteria kemampuan yang aku cari, sekarang aku lebih suka kerja yang memiliki kemampuan analisis data.",CONSTRAINT_UPDATE
"Mau tanya, bisa nggak aku ubah preferensi gaji yang aku harapkan, sekarang aku lebih suka gaji yang di atas 5 juta per bulan?",CONSTRAINT_UPDATE
"Ubah batasan usia aku untuk mencari lowongan kerja jadi 25-35 tahun, makasih.",CONSTRAINT_UPDATE
"Aku ingin mengubah kriteria jenis pekerjaan yang aku cari, sekarang aku lebih suka kerja yang memiliki jenis pekerjaan full-time.",CONSTRAINT_UPDATE
"Aku pengen ubah ketersediaan waktu belajar aku jadi 4 jam sehari, bisa bantu?",CONSTRAINT_UPDATE
"Gw kurang setuju sama rekomendasi yang diberikan, bisa dibantu cari alternatif lain ga?",PUSH_BACK
"Aku rasa rekomendasi itu tidak sesuai dengan minatku, bisa bantu cari yang lebih tepat?",PUSH_BACK
"Lu kasih rekomendasi kayak gini, tapi gw lebih suka yang lain, bisa dibantu?",PUSH_BACK
"Nih, gw udah baca rekomendasi yang diberikan, tapi kurang cocok, bisa cari yang lain?",PUSH_BACK
"Saya tidak terlalu yakin dengan rekomendasi yang diberikan, bisa dijelaskan lebih lanjut?",PUSH_BACK
"Gak terlalu suka sama rekomendasi yang diberikan, bisa cari yang lebih sesuai?",PUSH_BACK
"Aku ingin mencari rekomendasi lain, karena yang ini tidak sesuai dengan tujuanku",PUSH_BACK
"Rekomendasi yang diberikan kurang pas, bisa dibantu cari yang lebih baik?",PUSH_BACK
"Saya ingin menolak rekomendasi yang diberikan, karena tidak sesuai dengan kebutuhan",PUSH_BACK
"Gw butuh rekomendasi yang lebih spesifik, karena yang ini kurang sesuai",PUSH_BACK
"Tolong cari rekomendasi lain, karena yang ini tidak membuatku yakin",PUSH_BACK
"Gak yakin sama rekomendasi yang diberikan, butuh penjelasan lebih lanjut",PUSH_BACK
"Aku ingin mencari rekomendasi yang lebih baik, karena yang ini tidak cukup",PUSH_BACK
"Rekomendasi yang diberikan kurang membantu, bisa cari yang lebih baik?",PUSH_BACK
"Saya tidak ingin melanjutkan dengan rekomendasi yang diberikan, butuh alternatif lain",PUSH_BACK
"Gw butuh rekomendasi yang lebih akurat, karena yang ini kurang tepat",PUSH_BACK
"Tidak terlalu suka sama rekomendasi yang diberikan, bisa cari yang lain?",PUSH_BACK
"Aku ingin menolak rekomendasi yang diberikan, karena tidak sesuai dengan goal",PUSH_BACK
"Gak ingin melanjutkan dengan rekomendasi yang diberikan, butuh yang lebih baik",PUSH_BACK
"Saya ingin mencari rekomendasi yang lebih sesuai, karena yang ini kurang cocok",PUSH_BACK
"Rekomendasi yang diberikan kurang membantu, bisa cari yang lebih sesuai?",PUSH_BACK
"Gw butuh rekomendasi yang lebih spesifik, karena yang ini kurang jelas",PUSH_BACK
"Aku ingin mencari rekomendasi lain, karena yang ini tidak membuatku yakin",PUSH_BACK
"Tolong cari rekomendasi yang lebih baik, karena yang ini kurang sesuai",PUSH_BACK
"Gak yakin sama rekomendasi yang diberikan, butuh penjelasan lebih lanjut",PUSH_BACK
"Saya tidak ingin melanjutkan dengan rekomendasi yang diberikan, butuh alternatif lain",PUSH_BACK
"Gw butuh rekomendasi yang lebih akurat, karena yang ini kurang tepat",PUSH_BACK
"Aku ingin menolak rekomendasi yang diberikan, karena tidak sesuai dengan kebutuhan",PUSH_BACK
"Rekomendasi yang diberikan kurang membantu, bisa cari yang lebih baik?",PUSH_BACK
"Gak ingin melanjutkan dengan rekomendasi yang diberikan, butuh yang lebih baik",PUSH_BACK
"Saya ingin mencari rekomendasi yang lebih sesuai, karena yang ini kurang cocok",PUSH_BACK
"Tolong cari rekomendasi lain, karena yang ini tidak membuatku yakin",PUSH_BACK
"Gw butuh rekomendasi yang lebih spesifik, karena yang ini kurang jelas",PUSH_BACK
"Aku ingin mencari rekomendasi yang lebih baik, karena yang ini tidak cukup",PUSH_BACK
Gak setuju sama rekomendasi roadmap yang diberikan,PUSH_BACK
Aku kurang tertarik dengan kursus yang kamu sarankan,PUSH_BACK
"Kenapa harus ambil kursus itu, emang penting banget?",PUSH_BACK
"Gw lebih suka ambil kursus yang lain, dong",PUSH_BACK
Rekomendasi skill yang diberikan kurang relevan sama minat gw,PUSH_BACK
Aku tidak terlalu yakin dengan pilihan karir yang kamu sarankan,PUSH_BACK
"Emang kursus itu worth it, ga?",PUSH_BACK
Gw lebih suka cari informasi sendiri tentang karir yang mau gw jalani,PUSH_BACK
Rekomendasi yang diberikan kurang sesuai dengan kebutuhan gw,PUSH_BACK
Aku kurang yakin apakah roadmap yang diberikan sudah tepat,PUSH_BACK
Gw butuh saran yang lebih spesifik tentang karir yang mau gw jalani,PUSH_BACK
Tolong berikan alasan kenapa aku harus ambil kursus itu,PUSH_BACK
Gak ada yang mau aku tanyakan tentang rekomendasi yang diberikan,PUSH_BACK
Aku lebih suka ambil keputusan sendiri tentang karir gw,PUSH_BACK
Gw kurang setuju dengan prioritas yang diberikan dalam rekomendasi,PUSH_BACK
Aku butuh rekomendasi yang lebih sesuai dengan minat dan bakat gw,PUSH_BACK
Gw tidak yakin apakah rekomendasi yang diberikan sudah akurat,PUSH_BACK
Tolong berikan contoh kasus yang relevan dengan rekomendasi yang diberikan,PUSH_BACK
"Aku kurang puas dengan rekomendasi yang diberikan, tolong berikan alternatif",PUSH_BACK
Gw butuh penjelasan yang lebih rinci tentang rekomendasi yang diberikan,PUSH_BACK
Aku tidak mau ambil kursus yang tidak sesuai dengan minat gw,PUSH_BACK
Gw lebih suka cari informasi dari sumber lain tentang karir yang mau gw jalani,PUSH_BACK
Aku kurang yakin apakah rekomendasi yang diberikan sudah mempertimbangkan kebutuhan gw,PUSH_BACK
Tolong berikan rekomendasi yang lebih fleksibel dan bisa disesuaikan dengan kebutuhan gw,PUSH_BACK
Gw kurang setuju dengan waktu yang diperlukan untuk menyelesaikan kursus yang disarankan,PUSH_BACK
Aku butuh rekomendasi yang lebih spesifik dan terperinci tentang karir yang mau gw jalani,PUSH_BACK
Gw tidak ingin mengambil risiko dengan mengikuti rekomendasi yang diberikan,PUSH_BACK
Aku kurang yakin apakah rekomendasi yang diberikan sudah mempertimbangkan kemampuan gw,PUSH_BACK
Tolong berikan rekomendasi yang lebih sesuai dengan tujuan karir gw,PUSH_BACK
Gw lebih suka ambil keputusan sendiri tentang karir gw tanpa banyak pertimbangan,PUSH_BACK
"Gw udah coba beberapa kursus yang kamu sarankan, tapi gw masih bingung",PUSH_BACK
Aku tidak setuju dengan rekomendasi roadmap yang kamu berikan,PUSH_BACK
"Kursus yang kamu sarankan terlalu mahal, ada alternatif lain gak?",PUSH_BACK
"Lu sarankan gw ambil kursus itu, tapi gw lebih tertarik dengan yang lain",PUSH_BACK
"Aku sudah mencoba beberapa rekomendasi kamu, tapi hasilnya tidak sesuai ekspektasi",PUSH_BACK
"Gw kurang tertarik dengan skill yang kamu sarankan, bisa ganti dengan yang lain?",PUSH_BACK
"Rekomendasi kamu tidak sesuai dengan minat aku, tolong berikan alternatif",PUSH_BACK
"Aku sudah mencoba beberapa kursus, tapi tidak ada yang sesuai dengan kebutuhan aku",PUSH_BACK
"Gw merasa rekomendasi kamu tidak tepat, bisa dijelaskan alasan di baliknya?",PUSH_BACK
"Aku ingin mencoba skill lain, bukan yang kamu sarankan",PUSH_BACK
"Kursus yang kamu sarankan terlalu lama, ada yang lebih singkat?",PUSH_BACK
"Gw lebih tertarik dengan bidang lain, bisa berikan rekomendasi?",PUSH_BACK
"Aku tidak ingin mengambil kursus yang kamu sarankan, ada alasan lain?",PUSH_BACK
"Gw kurang yakin dengan rekomendasi kamu, bisa berikan contoh?",PUSH_BACK
"Aku ingin mencoba yang lebih menantang, bukan yang kamu sarankan",PUSH_BACK
"Rekomendasi kamu tidak sesuai dengan tujuan aku, tolong berikan alternatif",PUSH_BACK
"Gw merasa rekomendasi kamu tidak lengkap, bisa tambahkan?",PUSH_BACK
"Aku ingin mencoba yang lebih terkini, bukan yang kamu sarankan",PUSH_BACK
"Kursus yang kamu sarankan terlalu banyak, bisa dipilih yang paling penting?",PUSH_BACK
"Gw lebih tertarik dengan yang lebih spesifik, bukan yang kamu sarankan",PUSH_BACK
"Aku ingin mencoba yang lebih mudah, bukan yang kamu sarankan",PUSH_BACK
"Rekomendasi kamu tidak sesuai dengan gaya belajar aku, tolong berikan alternatif",PUSH_BACK
"Gw merasa rekomendasi kamu tidak fleksibel, bisa disesuaikan?",PUSH_BACK
"Aku ingin mencoba yang lebih interaktif, bukan yang kamu sarankan",PUSH_BACK
"Kursus yang kamu sarankan terlalu teoritis, ada yang lebih praktek?",PUSH_BACK
"Gw lebih tertarik dengan yang lebih terstruktur, bukan yang kamu sarankan",PUSH_BACK
"Aku ingin mencoba yang lebih terkait dengan pekerjaan aku, bukan yang kamu sarankan",PUSH_BACK
"Rekomendasi kamu tidak sesuai dengan kebutuhan perusahaan aku, tolong berikan alternatif",PUSH_BACK
"Gw merasa rekomendasi kamu tidak mempertimbangkan pengalaman aku, bisa direvisi?",PUSH_BACK
"Aku ingin mencoba yang lebih menarik, bukan yang kamu sarankan",PUSH_BACK
"Kursus yang kamu sarankan terlalu banyak teori, ada yang lebih praktis?",PUSH_BACK
"Gw lebih tertarik dengan yang lebih inovatif, bukan yang kamu sarankan",PUSH_BACK
"Aku ingin mencoba yang lebih sesuai dengan minat aku, bukan yang kamu sarankan",PUSH_BACK
"Rekomendasi kamu tidak sesuai dengan tujuan jangka panjang aku, tolong berikan alternatif",PUSH_BACK
"Gw merasa rekomendasi kamu tidak mempertimbangkan kemampuan aku, bisa direvisi?",PUSH_BACK
"Ya, saya setuju",CONFIRMATION
Saya ingin melanjutkan,CONFIRMATION
"Iya, lanjutkan saja",CONFIRMATION
"Oke, saya siap",CONFIRMATION
"Setuju, mari kita lanjutkan",CONFIRMATION
Gw setuju,CONFIRMATION
Aku mau lanjut,CONFIRMATION
Lanjut aja,CONFIRMATION
"Sip, lanjutkan",CONFIRMATION
"Baiklah, saya setuju",CONFIRMATION
"Iya, saya konfirmasi",CONFIRMATION
Saya iyakan,CONFIRMATION
"Setuju, terima kasih",CONFIRMATION
"Makasih, saya setuju",CONFIRMATION
Lanjutkan saja,CONFIRMATION
"Gak masalah, lanjut aja",CONFIRMATION
Saya oke,CONFIRMATION
"Lanjut, dong",CONFIRMATION
"Saya siap, lanjutkan",CONFIRMATION
"Iya, saya konfirm",CONFIRMATION
"Setuju, saya lanjut",CONFIRMATION
"Saya setuju, terima kasih",CONFIRMATION
"Oke deh, lanjut",CONFIRMATION
Gw oke,CONFIRMATION
"Lanjut saja, ya",CONFIRMATION
"Saya setuju, mari kita lanjut",CONFIRMATION
"Iya, gw setuju",CONFIRMATION
"Saya mau, lanjutkan",CONFIRMATION
"Setuju, sip",CONFIRMATION
"Lanjut, makasih",CONFIRMATION
"Saya setuju, oke",CONFIRMATION
"Gak masalah, setuju",CONFIRMATION
"Baik, aku siap melanjutkan.",CONFIRMATION
"Oke, lanjut ke langkah berikutnya.",CONFIRMATION
Saya setuju dengan pilihan itu.,CONFIRMATION
"Gw udah baca, lanjut aja.",CONFIRMATION
"Kalau begitu, saya konfirmasi.",CONFIRMATION
"Iya, saya ingin melanjutkan.",CONFIRMATION
"Makasih, saya siap lanjut.",CONFIRMATION
Saya mengonfirmasi pilihan itu.,CONFIRMATION
"Lanjut aja, gw udah siap.",CONFIRMATION
"Oke, saya konfirmasi.",CONFIRMATION
"Saya setuju, lanjut ke berikutnya.",CONFIRMATION
"Gw siap, lanjutkan aja.",CONFIRMATION
"Saya sudah membaca, lanjut.",CONFIRMATION
"Iya, lanjut ke langkah selanjutnya.",CONFIRMATION
Saya mengiyakan pilihan itu.,CONFIRMATION
"Baiklah, saya konfirmasi.",CONFIRMATION
"Lanjut aja, makasih.",CONFIRMATION
"Saya siap, oke lanjut.",CONFIRMATION
"Saya setuju, konfirmasi.",CONFIRMATION
"Gw udah siap, lanjut.",CONFIRMATION
"Oke, saya lanjutkan.",CONFIRMATION
"Saya konfirmasi, lanjut.",CONFIRMATION
"Iya, lanjutkan aja.",CONFIRMATION
"Saya mengonfirmasi, oke.",CONFIRMATION
"Baik, saya siap lanjut.",CONFIRMATION
"Lanjut ke langkah berikutnya, dong.",CONFIRMATION
"Saya setuju, lanjut aja.",CONFIRMATION
"Gw siap melanjutkan, makasih.",CONFIRMATION
"Oke, saya konfirmasi, lanjut.",CONFIRMATION
"Saya mengiyakan, lanjutkan.",CONFIRMATION
"Saya siap, lanjut ke berikutnya.",CONFIRMATION
"Iya, saya konfirmasi, oke.",CONFIRMATION
"Lanjutkan, saya sudah siap.",CONFIRMATION
"Saya setuju, konfirmasi, lanjut.",CONFIRMATION
"Gw udah siap, oke lanjut.",CONFIRMATION
"Sudah, lanjut ke tahap berikutnya.",CONFIRMATION
"Setuju, apa yang harus aku lakukan selanjutnya?",CONFIRMATION
"Gw udah paham, lanjut aja.",CONFIRMATION
"Oke, gw setuju.",CONFIRMATION
"Makasih, lanjut ke langkah berikutnya.",CONFIRMATION
Saya siap melanjutkan.,CONFIRMATION
"Aku udah siap, apa yang harus aku lakukan?",CONFIRMATION
"Lanjut aja, saya udah siap.",CONFIRMATION
Saya setuju dengan kesepakatan tersebut.,CONFIRMATION
"Oke, saya konfirmasi.",CONFIRMATION
Apa yang harus saya lakukan berikutnya?,CONFIRMATION
Saya siap untuk melanjutkan proses.,CONFIRMATION
"Gw setuju, lanjut ke step berikutnya.",CONFIRMATION
Saya konfirmasi data yang sudah diisi.,CONFIRMATION
"Lanjutkan, saya udah siap.",CONFIRMATION
Saya sudah membaca dan setuju.,CONFIRMATION
"Setuju, apa langkah selanjutnya?",CONFIRMATION
"Aku udah konfirmasi, lanjut ke tahap berikut.",CONFIRMATION
Saya siap melanjutkan ke tahap berikutnya.,CONFIRMATION
"Gw konfirmasi, lanjut aja.",CONFIRMATION
Saya setuju dengan semua syarat.,CONFIRMATION
"Oke, konfirmasi dari saya.",CONFIRMATION
Saya sudah memahami dan setuju.,CONFIRMATION
"Lanjutkan prosesnya, saya siap.",CONFIRMATION
"Aku setuju, lanjut ke step berikut.",CONFIRMATION
"Saya sudah konfirmasi, apa yang harus aku lakukan?",CONFIRMATION
Saya setuju dengan perjanjian tersebut.,CONFIRMATION
"Gw udah konfirmasi, lanjut aja.",CONFIRMATION
Saya siap untuk melanjutkan.,CONFIRMATION
Saya sudah membaca dan mengerti.,CONFIRMATION
"Oke, saya konfirmasi dengan semua ketentuan.",CONFIRMATION
"Aku siap, lanjut ke tahap berikutnya.",CONFIRMATION
"Saya setuju, apa yang harus aku lakukan selanjutnya?",CONFIRMATION
CV_REVIEW,CV_REVIEW
"Aku butuh bantuan untuk mereview CV aku nih, apakah ada yang perlu diperbaiki?",CV_REVIEW
"Mau tanya, bagaimana cara membuat CV yang menarik perusahaan?",CV_REVIEW
"Gw baru aja buat CV, apakah kamu bisa kasih saran tentang apa yang perlu ditambah atau dikurang?",CV_REVIEW
"CV gw kurang bagus, tolong kasih saran biar gw bisa diterima kerja",CV_REVIEW
Apakah CV gw sudah sesuai dengan standar perusahaan?,CV_REVIEW
"Butuh bantuan untuk mengedit CV, dong",CV_REVIEW
Bagaimana cara membuat CV yang efektif agar dilirik perusahaan?,CV_REVIEW
"Mau kasih CV gw untuk direview, apakah ada yang perlu diubah?",CV_REVIEW
"Gw butuh feedback tentang CV gw, tolong bantu",CV_REVIEW
"Aku ingin CV aku lebih baik, apakah ada tips?",CV_REVIEW
"Mau tanya, bagaimana cara membuat CV yang menarik?",CV_REVIEW
Gw butuh bantuan untuk memperbaiki CV gw,CV_REVIEW
"Tolong kasih saran tentang CV gw, apa yang perlu diperbaiki?",CV_REVIEW
"Aku butuh bantuan untuk mereview CV gw, apakah ada yang salah?",CV_REVIEW
"Gw ingin tahu, bagaimana cara membuat CV yang baik dan benar?",CV_REVIEW
"Butuh bantuan untuk mereview CV gw, dong",CV_REVIEW
"Mau tanya, apa yang harus ada di CV agar dilirik perusahaan?",CV_REVIEW
"Gw butuh saran tentang CV gw, tolong bantu",CV_REVIEW
"Aku ingin CV gw lebih menarik, apakah ada tips?",CV_REVIEW
"Mau kasih CV gw untuk diperiksa, apakah ada kesalahan?",CV_REVIEW
Gw butuh bantuan untuk memperbaiki kesalahan di CV gw,CV_REVIEW
"Tolong kasih saran tentang CV gw, apa yang perlu ditambah?",CV_REVIEW
"Aku butuh bantuan untuk mereview CV gw, apakah ada yang kurang?",CV_REVIEW
"Gw ingin tahu, bagaimana cara membuat CV yang efektif?",CV_REVIEW
"Butuh bantuan untuk mereview CV gw, makasih",CV_REVIEW
"Mau tanya, apa yang perlu ada di CV agar dilirik perusahaan?",CV_REVIEW
"Gw butuh saran tentang CV gw, tolong dong",CV_REVIEW
"Aku ingin CV gw lebih baik, apakah ada cara?",CV_REVIEW
"Mau kasih CV gw untuk direview, apa yang perlu diperbaiki?",CV_REVIEW
"Gw butuh bantuan untuk memperbaiki CV gw, tolong",CV_REVIEW
"Tolong kasih saran tentang CV gw, apa yang perlu dikurang?",CV_REVIEW
"Aku butuh bantuan untuk mereview CV gw, apakah ada yang salah?",CV_REVIEW
"Tolong review CV gw, dong!",CV_REVIEW
Aku butuh saran untuk memperbaiki resume aku.,CV_REVIEW
Bagaimana cara membuat CV yang menarik?,CV_REVIEW
"Minta tolong direview CV aku, ya.",CV_REVIEW
Apa kekurangan dari CV aku ini?,CV_REVIEW
Gimana cara membuat CV yang efektif?,CV_REVIEW
Butuh bantuan untuk membuat CV yang baik.,CV_REVIEW
"Coba tolong review CV aku, dong.",CV_REVIEW
Aku ingin tahu apakah CV aku sudah baik.,CV_REVIEW
Tolong berikan saran untuk memperbaiki CV aku.,CV_REVIEW
Aku butuh feedback tentang CV aku ini.,CV_REVIEW
Bagaimana cara membuat CV yang profesional?,CV_REVIEW
Mau tahu apa kelebihan dan kekurangan CV aku?,CV_REVIEW
Tolong review dan berikan saran untuk CV aku.,CV_REVIEW
Aku ingin membuat CV yang menarik perusahaan.,CV_REVIEW
Butuh saran untuk memperbarui CV aku.,CV_REVIEW
Tolong cek CV aku dan berikan masukan.,CV_REVIEW
Aku ingin tahu apakah CV aku sudah memadai.,CV_REVIEW
"Minta tolong untuk mereview CV aku, ya.",CV_REVIEW
Aku butuh bantuan untuk membuat CV yang baik.,CV_REVIEW
Tolong berikan feedback tentang CV aku ini.,CV_REVIEW
